gene_name,gene_id,DCT1,DCT2,DEA1,DEA2,DMA1,DMA2,DMA3,DLA1,DLA2,DLA3,DC2,DC1,DRT2,DRT1
Cacnb4,ENSMUSG00000017412.15,13.70995356,13.76326837,23.94117091,21.97451039,3.723246726,5.018855324,3.635901926,6.498259058,6.022914939,6.108096499,6.465908896,6.733025125,3.111597222,2.953783011
Poldip3,ENSMUSG00000041815.13,1.002543053,1.33949817,1.233235356,1.43920829,0.437146721,0.001751977,0.328292672,0.318257467,0.274556318,0.26777847,0,0.137169581,0.152992532,0.159241612
Gpx2,ENSMUSG00000042808.7,22.7132075,21.91316788,31.65326667,38.66121171,8.990520589,7.18487012,9.296969679,8.713310473,9.200285918,9.844190583,5.441563549,5.383239797,4.513329124,4.128858862
Tbc1d31,ENSMUSG00000022364.14,1.821157556,1.941509176,1.006661269,1.089790012,0.560932473,0.002222925,0.40999203,0.175545589,0.406867796,0.073651452,0.218404652,0.314060162,0.142218154,0.180867752
Mettl11b,ENSMUSG00000040113.14,0.853341214,1.105800924,1.1057188,0.989905716,0.232155663,0.208204523,0.338462106,0.471835649,0.503374832,0.421535168,0.53708052,0.273682392,0.285664,0.161181752
Rpl9-ps7,ENSMUSG00000047965.9,4.472879683,5.755219444,3.235535477,3.221079559,0.733651058,0.99822127,0.870843656,0.629206336,1.129022151,1.521070856,1.452580653,1.02098252,0.435537416,0.498820602
Serpinb11,ENSMUSG00000026327.8,12.16497601,12.29919962,15.52994531,16.8292196,4.42679807,5.733751385,5.529521345,2.952021712,3.438699073,4.695312678,9.879736674,8.864953281,2.552858518,1.977789007
Slc35d1,ENSMUSG00000028521.17,9.966914812,10.24848487,7.001071599,5.905129672,1.799855175,1.485243277,1.668088755,3.171753897,3.350899706,3.6094167,1.651620657,1.168455934,0.899020567,0.711604041
Pmel,ENSMUSG00000025359.9,10.9766173,8.518000385,7.884243426,6.212944456,1.753070706,2.056817894,1.862785933,1.2480798,1.192327682,1.147794708,4.696130832,4.032464515,0.52509213,0.586435959
Utp15,ENSMUSG00000041747.2,0.641432834,0.574331981,0.013572603,0,0.440557789,0.465129456,0.502492639,0.29805296,0.315859268,0.278019442,0.148951297,0.077781296,0.163528193,0.126574584
Fam13c,ENSMUSG00000043259.14,1326.288602,1269.455441,27.09512608,22.63725514,962.1608028,925.0010367,671.2250201,1274.973172,1233.024659,1180.574792,412.0341525,413.9868111,536.8544115,594.5779272
Mir365-1,ENSMUSG00000065449.1,422.054921,428.8776301,5.846104998,4.70093616,194.9505919,195.3406444,124.0816782,294.5190533,269.0358561,268.3401061,34.1487933,27.87166149,104.1647666,112.5255914
Mir370,ENSMUSG00000065433.1,120.1715828,114.4442447,0.415156719,1.641811831,46.45042939,49.82547913,35.3536581,79.55092471,83.27389944,79.17160393,6.944401096,6.375763894,23.96041313,26.6343754
Dnajc16,ENSMUSG00000040697.10,52.32646306,48.83133113,3.042351452,2.320403784,41.38536553,39.08584692,36.23939453,51.70632351,54.92669648,52.20187415,22.81556617,18.98722457,3.622687268,4.217732731
Tacc3,ENSMUSG00000037313.16,1.691819595,1.248153267,0.910695527,0.709774421,0.283647945,0.228692883,0.287801046,0.185258595,0.179873612,0.103932316,1.372295495,1.525045037,1.234798741,1.51171759
Epx,ENSMUSG00000052234.2,19.33344359,18.90270566,14.13217557,17.87659378,5.76843706,5.448475429,6.70082347,2.047474826,2.469912348,2.180691708,20.17426607,21.50219133,18.74220916,17.05819821
Gm24446,ENSMUSG00000065916.1,9.29250239,9.266694277,2.78E-17,2.78E-17,0.094758252,0.32705842,2.397416249,2.831085799,1.233067001,1.224072349,10.50890345,7.401309187,5.531363164,4.7708427
Rps24-ps2,ENSMUSG00000069125.2,164.6329726,165.7396284,6.248985091,6.369626013,64.09426483,66.70810703,60.62052903,109.68581,116.7425786,114.5752208,177.7864504,166.0585868,113.1369247,124.4740941
Entpd2,ENSMUSG00000015085.8,2179.024152,2144.591624,1209.863477,1292.303888,409.7791812,406.7847349,594.7618936,140.2476968,140.5163764,141.3493393,1588.228136,1587.973303,1257.52844,1171.486544
Maneal,ENSMUSG00000042763.9,2.770179829,2.90811695,1.415000682,1.62428614,0.671115024,0.845059613,0.880298021,0.339053179,0.32694791,0.379940208,3.422176706,3.197224048,1.867175691,1.545995838
Kcns3,ENSMUSG00000043673.10,6347.4389,6140.715628,3.072043719,1.510130267,2082.503285,1887.894782,1961.761292,3147.621833,3183.306876,3102.307486,4953.79978,4958.768707,3180.383949,3037.174491
Aspg,ENSMUSG00000037686.5,1089.294468,1065.105167,8.943225566,9.337751437,325.7065601,318.9764126,357.6351201,504.3725466,529.0408652,523.8243999,1064.499031,1068.693646,539.989398,534.1367098
Epn3,ENSMUSG00000010080.15,2.513828805,2.769837858,1.775635035,2.06454282,0.493870066,0.527667604,0.787265173,0.728590221,0.879051238,0.962166177,2.437242898,2.222677773,1.29138357,1.1592532
Rbm24,ENSMUSG00000038132.5,0.805590467,0.962282089,0.535463667,0.627930465,0.201167774,0.279545104,0.277538399,0.440563203,0.224149913,0.430787194,1.064168329,0.972907376,0.212266798,0.354982343
Olfr1184,ENSMUSG00000051424.1,7.746743957,7.76966452,4.155389493,3.700396155,3.409575053,1.740319091,2.679600253,4.038132224,4.488024136,3.53489184,7.779599661,7.637284044,2.06350688,2.856770067
Dus1l,ENSMUSG00000025155.15,8.340819807,8.617728769,4.077668504,4.507274954,1.20204926,1.481485319,1.371604757,1.948106684,2.94387922,2.405404905,7.102924816,7.1061913,1.594337,1.947564351
Wdr61,ENSMUSG00000061559.15,15.31888755,15.59122753,2.335712585,2.479104222,10.32653834,10.44846125,7.726130433,9.0301375,8.070310655,8.337812369,20.78547133,17.61066322,5.866990689,4.702279634
Scp2d1,ENSMUSG00000027431.5,151.8097684,154.747115,26.18562173,23.5453328,97.43550779,94.91062226,102.9390791,94.23276677,101.022555,81.84778048,189.4253276,151.1879709,77.29787517,43.10182973
Sf3b1,ENSMUSG00000025982.13,1267.53244,1235.909329,695.8153906,681.3480943,307.5909537,305.3415343,378.1924227,343.8477116,327.9107037,340.2505067,896.1558277,918.5447587,256.2465253,245.6055969
Mthfd2l,ENSMUSG00000029376.8,2.181949079,2.684078835,1.516190472,1.882698626,0.284926357,0.249981555,0.531813022,1.318863131,1.069421771,1.188259971,2.058879504,2.105478249,0.5015002,0.51077661
Gm6040,ENSMUSG00000071165.3,18.90215273,21.30141841,1.402090551,2.36956914,12.61604966,9.31589416,13.62279084,9.672095524,11.29264886,9.10175757,27.48220866,22.67673231,8.391269503,4.683876527
Abca5,ENSMUSG00000018800.14,28.27270534,29.72736332,5.518137052,6.555487788,17.40391238,19.11112373,16.05401322,16.4481549,16.77134503,17.59582486,34.66396036,30.84096488,11.17218214,6.031880784
Morc4,ENSMUSG00000031434.15,179.5799699,199.9800385,22.74467203,19.98329172,109.5657805,118.1628754,120.4738512,102.3024438,123.6643367,113.9829731,244.6068332,211.1499966,64.66331568,35.53847603
Fndc1,ENSMUSG00000071984.10,4.421983383,5.491271263,0.619876506,0.451122488,2.735641538,2.532575483,2.466772039,2.149605193,2.522906818,2.31325652,4.895188615,4.160197248,1.704502716,0.758282379
mt-Tk,ENSMUSG00000064355.1,7.396422687,7.410028299,1.067065767,1.087410616,5.701149861,4.523227538,4.961031261,4.484784682,4.368276113,3.657876923,10.57802729,7.904748155,2.958519387,1.329803104
Clec4n,ENSMUSG00000023349.14,39.63456453,37.16831257,25.82456041,27.65584433,7.381726426,6.586029498,9.035634945,13.08400714,14.77296967,15.69896013,30.52063315,32.35130404,4.441726027,4.738260492
Mthfsd,ENSMUSG00000031816.14,53.97338261,57.89038412,38.83924111,34.60997016,8.486846801,6.756032999,9.740711564,21.7263112,20.53825013,22.55359188,70.69574696,69.32885792,8.125907552,7.43810044
Olfr710,ENSMUSG00000045581.5,69.69697993,68.87222656,6.533138096,11.10714243,39.33337391,47.9931242,38.4216224,40.79177917,36.42081305,34.27989371,110.5104731,88.03315017,24.74632871,9.536256065
Shroom2,ENSMUSG00000045180.13,4911.727663,4877.170024,12.37845524,0.21611253,2497.447558,2338.158189,2701.884688,4225.292968,4235.574066,4295.337128,6798.61184,7101.13778,640.9269681,601.0300027
Plcd4,ENSMUSG00000026173.15,67.37575806,67.67560638,0.167303065,0,43.34794208,39.32381602,55.48343728,50.94336829,56.04880463,51.39781692,62.41344287,69.48205068,7.645656385,7.407372651
Msh2,ENSMUSG00000024151.13,6.466834808,5.950921131,0.117095863,0,3.20203899,3.633469825,2.044971802,4.421745373,3.965028631,3.432853847,5.880333894,4.947080755,0.074453475,0.179854768
Gm9939,ENSMUSG00000054247.5,1.10411744,1.024831716,0.695359497,0.500453761,0.127609485,0.237753208,0.093637866,0.103249471,0.033124724,0.082938634,0.08919589,0.166487887,1.145976493,1.006221688
Map3k13,ENSMUSG00000033618.6,4.663184883,5.060241199,5.079907237,4.267314121,1.285223561,0.642568756,0.688528131,0.504208653,0.743042431,0.839068839,4.259308305,2.858510142,5.86506683,5.9031942
Exoc5,ENSMUSG00000061244.13,2.669476946,2.839733805,2.406515016,2.240231266,0.938968796,0.744767298,1.053471263,0.308001581,0.30520194,0.206679843,1.512311027,1.050411068,2.764716511,3.010901848
Akap13,ENSMUSG00000066406.14,1.142461447,1.222966309,1.116254601,0.945913072,0.399023176,0.383328561,0.522437431,0.481355757,0.307106503,0.400647242,0.347852296,0.284078693,1.438439306,1.376622265
Nudt15,ENSMUSG00000033405.3,7.188409922,6.62678422,7.279768583,5.642218407,1.555025687,1.668246555,1.779568368,0.747168594,0.670982896,0.605922601,4.546066062,4.586204423,6.350230551,7.478029212
Spink4,ENSMUSG00000028415.4,30.31986024,29.22774274,23.76387556,21.15712521,9.14302824,7.218481986,7.255823235,5.75042061,5.156417789,4.934509782,9.7786937,10.17889168,25.88505038,23.68232794
Cyp2d22,ENSMUSG00000061740.7,1.095217809,1.101287544,0.89004364,1.208209218,0.262212534,0.001398043,0.348113177,0.031619889,0.075149168,0.123776108,0.805657457,0.578750129,1.624649203,1.423228345
Zfp553,ENSMUSG00000045598.10,3.522372753,3.508381056,3.19686822,3.519904176,0.743999384,0.825654368,1.053085174,0.391042391,0.575762514,0.543529622,2.098080295,2.658647901,4.461368929,4.652944381
Luzp2,ENSMUSG00000063297.7,1.219422251,1.225006843,0.670630659,1.120993041,0.140115225,0.2395044,0.602370824,0.052147805,0.075106855,0.093154171,0.685993168,0.707510273,1.426453586,1.333502181
Hsd17b1,ENSMUSG00000019301.5,13.89784556,13.78969193,9.721346593,10.10194576,3.974742179,2.220772065,2.307234027,2.495879227,1.055996768,1.263168882,5.074637171,4.031171787,11.25268524,12.84193348
Slc2a9,ENSMUSG00000005107.13,430.0930795,424.60472,243.4832463,257.6574275,50.49428532,52.61135948,51.40373287,21.82631794,26.01805334,20.41181852,81.82706139,82.7207859,294.2722939,290.3701208
Crp,ENSMUSG00000037942.5,5.758009596,6.140424889,4.101070064,5.625641427,1.618718153,1.69027681,2.10470762,0.420058921,0.33706615,0.258031189,4.726520259,3.617485943,7.305055139,5.995616536
Isg15,ENSMUSG00000035692.6,19.36706712,18.92544176,14.58245676,19.26760937,6.421409971,6.371984646,4.969151379,4.399555002,4.288524203,2.569866038,8.225227379,9.986650272,18.73214954,18.61721614
mt-Tr,ENSMUSG00000064361.1,1.409848701,1.361424476,2.78E-17,2.78E-17,0.210006747,0.227490891,0.000788926,0.328655322,0.347012159,0.278187733,0.397948233,0,1.79801201,2.251649392
Prr11,ENSMUSG00000020493.8,6.172036238,6.830267487,1.614924697,2.202604569,1.137484536,1.235457074,1.11668757,1.434022142,1.833768882,1.4959306,1.451727109,1.742124884,14.08006783,12.82946388
Fbn1,ENSMUSG00000027204.13,16.52168658,18.46500017,1.956537626,2.477232872,7.694647286,4.134906276,5.504518139,7.242391433,4.273773398,5.789897615,5.967280115,7.307763528,25.62535142,30.16147748
Klhl11,ENSMUSG00000048732.5,4220.215338,4305.658446,3.626488912,5.671986786,1028.134709,1053.956885,978.133605,1597.969645,1545.447608,1387.348219,1889.738436,2014.752367,7066.42621,6920.795722
Gm9899,ENSMUSG00000053214.7,123.3426067,100.3293311,2.78E-17,2.78E-17,24.45392016,8.305701371,16.11478654,6.791645761,13.31354229,17.33959656,18.59758632,14.72401526,113.1952433,108.5067978
Stxbp5l,ENSMUSG00000022829.14,2.788933751,3.597506185,1.050873459,0.861244016,1.340677631,1.255007831,0.720980644,1.227029288,0.94509173,1.167218945,0.735757689,0.736972729,3.38380022,4.705213052
Gpatch2l,ENSMUSG00000021254.8,43.66471802,43.48077838,11.32057251,8.417729558,14.45824096,16.04307992,14.73621002,18.27111001,18.31721823,17.45292222,4.386382052,4.863402702,66.47769313,66.7230621
Kif24,ENSMUSG00000028438.16,10.36681059,9.973321281,4.337766301,3.675929093,2.381172801,1.363320352,1.21240566,0.267440998,0.274399511,0.288003168,2.238218221,2.065317278,12.67566285,12.05243432
Cfh,ENSMUSG00000026365.15,4.442421864,4.222507453,2.584162039,1.753553197,0.961522539,0.908869616,1.236847324,1.516880721,1.970552791,1.872475073,1.38171141,2.009184814,6.915597369,7.414416283
Gpr55,ENSMUSG00000049608.8,249.1856364,238.620234,0,0.111260938,83.27196113,74.75257434,53.83450153,57.22472474,57.26641911,61.17179628,54.00061301,54.66476589,259.9031119,288.8578866
Rpl31-ps10,ENSMUSG00000070667.7,2.858368114,2.92145798,0.401450285,0.328946855,1.07655711,1.560439068,0.924469708,0.749614268,1.075032006,1.003522851,0.815236582,0.914500636,3.768551153,3.952977987
Nkrf,ENSMUSG00000044149.6,5757.617495,5723.515789,5.866096486,4.639159721,1378.28329,1455.959828,1425.148277,2196.455084,2141.907246,2032.990136,2517.581666,2631.702572,7176.399919,7329.809109
Tubgcp5,ENSMUSG00000033790.11,4.110204395,4.924760812,0.226635672,0,0.294366066,0.157409809,0.440132953,0.001708337,0.275075085,0.68339211,0,0.561719765,3.881204305,3.258645399
Fam19a1,ENSMUSG00000059187.12,7.997079215,7.271946319,2.575406241,2.723022358,1.36539618,0.524973203,2.129835333,0.757191474,0.681046054,0.555138876,6.199969993,4.215113889,13.76504103,10.15969206
Olfr820,ENSMUSG00000048745.2,6038.123837,6065.275222,4.782885061,3.571952334,1593.154188,1607.869877,1635.796818,2528.218334,2498.286734,2261.761503,2396.784791,2501.975642,7595.605105,7330.651184
Rp1l1,ENSMUSG00000046049.6,7429.335252,7422.309156,8.93026109,6.733279908,1406.730213,1416.481514,1415.131035,2312.627506,2281.192263,2154.275217,2552.899437,2671.315783,7588.832202,7609.778086
Slc27a3,ENSMUSG00000027932.14,5.127652137,4.010266883,2.351760808,3.336306745,1.604663561,1.788970141,1.363755839,0.981571275,0.796944819,0.759527189,1.132584688,2.158390898,5.739053478,6.093599277
Cdk19,ENSMUSG00000038481.12,2.146150881,2.180069897,0.597999116,0.782619632,0.730708676,0.792926034,0.544990332,0.52301004,0.688728679,0.361128556,0.596564972,0.520178629,1.965539524,2.415801657
Ank2,ENSMUSG00000032826.16,1.092226084,0.991644593,0.46820991,0.164720544,0.2534473,0.381980519,0.298318243,0.584372961,0.628494067,0.554456823,0.248338855,0.235052127,1.264093984,1.373085369
Gm15428,ENSMUSG00000046057.4,1545.357715,1538.491742,1.450671972,2.665634906,371.7673857,349.6153621,353.7659857,607.5529747,558.9006418,524.708993,892.5135542,928.7859399,1856.737386,1826.421184
Ccdc71,ENSMUSG00000049305.6,2.083567552,2.298681295,1.320857599,0.816643444,0.925660549,0.253513213,1.031419846,9.23E-05,0.000176967,0.051871889,0.149020266,0,1.945528071,2.051299087
Spaca3,ENSMUSG00000053184.15,574.2080987,574.0719434,0.507256501,0.472386921,250.3877239,230.302898,195.3279627,165.2175699,166.7514319,170.6615365,129.1290237,140.9714586,542.5219923,584.57002
Sardh,ENSMUSG00000009614.16,1.187336039,1.256996701,0,0.128140869,0.336133742,0.412881011,0.288444026,0.144668785,0.211013226,0.155014069,0.327908814,0.313732218,1.858561198,1.223840608
Iffo1,ENSMUSG00000038271.17,3.93531864,2.620810743,0.643396534,0.30396643,0.169416167,0.187117378,0.216113502,0.286978352,0.200905169,0.063177862,1.114017183,0.933229563,2.302289898,2.380040912
Arhgap11a,ENSMUSG00000041219.14,110.9824822,99.05159734,72.29970079,79.41967597,18.78874075,17.79329638,14.42739825,3.752613362,5.711332429,5.20389178,61.14539501,59.26693529,121.9369579,118.678481
Cdc45,ENSMUSG00000000028.14,79.53037852,74.37158581,33.15372305,36.00692389,18.62280001,14.94957988,18.98362205,8.235212706,6.628994061,5.810698659,14.35010559,10.16463476,68.80187578,67.39696146
Il20rb,ENSMUSG00000044244.18,1896.379283,1924.266145,2.642400082,1.438330183,488.8723849,454.4853145,424.2244002,874.6085713,845.7429358,817.6961684,1091.495291,1167.995824,2055.719934,2038.247691
Omg,ENSMUSG00000049612.10,657.0349592,646.4913294,6.749992436,5.53076282,70.72472831,83.30977077,73.92408673,93.72334406,96.58514206,93.64949162,152.4273332,141.7235109,415.1008509,428.4788246
Elavl4,ENSMUSG00000028546.17,2.782382415,2.952204593,1.58557806,1.871072938,0.647858326,0.680444714,0.554585043,0.267764359,0.29561128,0.389804783,2.07866093,2.223967308,3.010364881,3.251664936
Pirt,ENSMUSG00000048070.4,24.59127107,20.51006126,0,7.221662721,0.014931951,4.684205076,0.008435357,3.702353598,0.012655788,0.006822504,2.78E-17,2.78E-17,14.44615793,12.61030613
Gm13078,ENSMUSG00000046435.7,1456.930682,1419.059044,14.51867315,10.68565815,190.2700783,187.5086279,157.1757071,250.4994452,264.9472445,269.2170637,178.4227278,167.9795045,848.8403588,882.8902915
Aldh3b1,ENSMUSG00000024885.8,12.82798422,11.96396187,9.537362059,6.25122454,1.893095744,2.26521869,2.767495592,1.056497612,1.429050281,1.340933145,8.825270939,7.742444813,11.63498487,12.84918946
Itgad,ENSMUSG00000070369.13,138.0225099,142.1053771,12.98494615,15.12756761,82.43705776,78.73472505,73.39478074,77.77958138,88.69581799,74.69149904,68.37041645,62.6662604,165.2620611,169.9088871
Rcor3,ENSMUSG00000037395.15,107.9013735,110.000115,27.30374666,26.43698,63.74067259,59.87187157,57.25680535,71.7064538,70.14093081,72.33881619,26.54976806,29.89444442,130.2976134,133.540964
Gpx5,ENSMUSG00000004344.11,5.088794264,4.96217212,1.337795257,0.824721441,1.919142241,1.977514975,2.218434765,2.065969367,2.067742258,2.027042759,1.273118052,1.159865364,5.309515278,5.034495228
Emc3,ENSMUSG00000030286.6,5.931142026,5.24698125,2.209538906,3.237286676,2.466994585,1.375962021,1.751178683,1.657732621,1.989219716,1.446371619,2.466899634,2.410280414,5.382290046,5.764816164
Prokr1,ENSMUSG00000049409.9,1093.431922,1044.923063,11.87317593,9.816894083,101.4464138,109.8636497,78.03651689,127.697119,125.4534114,129.6758218,118.2015097,114.5310049,476.1613375,538.3702525
Nox4,ENSMUSG00000030562.16,3.128626076,3.563269624,0.269339876,0,0.648085217,0.385460178,0.888816734,1.276549862,0.943272015,0.811726886,0,0.156874726,2.570019649,2.214038552
Hoxa4,ENSMUSG00000000942.10,0.801302405,0.797845372,0.163016251,0.114606679,0.044117963,0.196792964,0.164862974,0.277863985,0.387958616,0.267973409,0.129010134,0.126989999,0.733661877,0.633299705
Kif16b,ENSMUSG00000038844.8,1458.16638,1424.047857,15.83483151,11.46897353,149.7889726,145.10458,112.3156494,199.2821819,206.3242753,193.7872659,157.7672441,153.839419,679.4644261,737.3901362
Gm5414,ENSMUSG00000064232.2,1.61275953,1.552917787,0.370497001,0.244043184,0.285599632,0.545691117,0.380267799,0.227481104,0.491399106,0.380091124,0.089328477,0,1.50880306,1.15275736
Cldn34c4,ENSMUSG00000043569.7,108.1516622,105.3629428,49.9212988,51.71455969,14.06838358,13.84580081,17.18792613,5.881646526,6.198422484,6.797353133,69.70924725,71.06622454,96.04010507,92.3232553
Thoc5,ENSMUSG00000034274.11,93.28145603,94.59952502,13.21085025,16.51044775,46.38403448,52.57033749,51.45663163,59.00606836,52.21998849,54.99175941,57.61347385,55.99907798,104.6061322,112.4207346
Col6a4,ENSMUSG00000032572.7,1.659751525,1.663623942,0.678459816,0.49238002,0.263829494,0.361706184,0.328819019,0.451832569,0.555153052,0.48265497,0.396888972,1.054371002,1.571595676,1.475772684
Mylip,ENSMUSG00000038175.9,1452.320472,1430.174041,10.47039575,9.212815475,162.6923661,160.4914637,162.2397385,215.0174843,221.597888,249.7336723,141.113245,137.2122805,767.6471934,758.3696717
Sptlc2,ENSMUSG00000021036.10,3.183342795,3.160022143,1.431049929,1.859980803,1.517675624,1.196461715,1.168570911,1.811192926,1.921033568,1.87332394,0.118925765,0.294623402,2.804125365,3.279460445
Gtf2ird2,ENSMUSG00000015942.9,4.52889515,4.969058144,1.613852969,2.228932633,1.638451265,2.298530511,1.35529228,1.991817053,1.232377085,1.942652829,1.07384506,1.219842813,4.980708156,4.524096988
Zdhhc1,ENSMUSG00000039199.5,2914.795527,2884.055636,23.39383712,27.92817358,1231.284569,1251.025837,1055.182086,1550.681447,1576.180409,1603.054185,1346.890819,1385.6422,2707.309084,2838.044996
Nacad,ENSMUSG00000041073.10,76.92097385,71.02026191,0.092340233,0,44.30383955,43.33483029,31.65235917,37.98129098,33.41899542,36.12987063,43.16170129,37.00871352,70.32095865,75.84677714
Klhdc8a,ENSMUSG00000042115.4,67.99447114,67.36263003,9.165225542,7.482578435,34.70882485,35.94407988,31.35358844,46.19082886,43.64621373,43.54158934,27.06082815,26.12266016,64.7212112,72.45179072
Spaca1,ENSMUSG00000028264.16,144.9398155,132.938373,52.87230771,45.75515519,21.73283967,17.67822974,16.48862196,18.83644324,20.73369937,21.2442315,28.84441539,24.78555472,88.54264901,90.74987124
Vmn1r51,ENSMUSG00000062818.6,2763.14518,2633.304336,20.55098351,19.87655459,181.5526516,194.4630133,156.5212342,260.8456665,244.0812474,271.2316231,138.2420229,150.6581277,1018.300063,1141.437747
Arih1,ENSMUSG00000025234.11,5.513759981,3.7128968,2.824119858,2.957825941,1.209853541,1.31727765,1.107026246,1.269849041,1.594120116,1.199972592,1.691639404,1.03007643,4.188505728,4.197317052
Dtx3l,ENSMUSG00000049502.16,126.1012897,119.2111743,16.04639582,16.03895557,83.20101244,81.06887816,67.17248803,72.31200324,70.90683707,68.19294226,43.20461535,46.13499341,123.6239979,131.3417432
Rhot2,ENSMUSG00000025733.17,249.0947718,249.4086536,5.805083188,6.273380158,49.96904823,52.98362859,45.53801603,79.04605089,74.83247841,71.03331847,27.85398559,30.10807081,151.6940667,152.6467463
Ogg1,ENSMUSG00000030271.14,63.78796213,77.99620759,50.17784249,46.10561729,18.456461,17.22751399,16.39742026,4.976530089,6.732279936,5.861569281,40.58782926,43.83232987,68.95719825,64.19498166
